,image,bookName,author,interpreter,publisher,price,title,text,pages,dimensons,publicationDate,language,isbn
2332,https://i.idefix.com/cache/500x400-0/originals/0001864396001-1.jpg,Muhammed Ali-Baştan Sona Bir Hayat,Mesut Gürbüz,,İlgi Kültür Sanat Yayınları,"17,5 TL",Muhammed Ali-Baştan Sona Bir Hayat Kitap Açıklaması,"
Üç kez dünya şampiyonu olarak boks tarihine adını altın harflerle yazdıran Muhammed Ali, ilk altın madalyasını kazandığında henüz on sekiz yaşındaydı.
Irkçılığa karşı verdiği mücadele, Irak’taki rehineleri kurtarması gibi olaylar sayesinde sadece spor dünyasının değil, ezilenlerin de kahramanıydı.
 Kariyeri boyunca yalnızca beş kez yenilgi gören ve “Bugün çalışacağım ve ömrümün sonuna kadar bir şampiyon olarak yaşayacağım,” diyen tüm zamanların en iyi boksörünün hayatını Saatlik Tarih dizimizde okurla buluşturuyoruz...
 
(Tanıtım Bülteninden)
 
",80,"12,5 x 19,5",2020,Türkçe,9786057703163
2333,https://i.idefix.com/cache/500x400-0/originals/0001944172001-1.jpg,Sibirya Cehenneminden Kaçan İlk Türk Casus: Bekir,Murat Uzun,,İkinci Adam Yayınları,"30,55 TL",Sibirya Cehenneminden Kaçan İlk Türk Casus: Bekir Kitap Açıklaması,"
Sibirya steplerinden, Napolisokaklarına uzanan gerçekbir hayat hikâyesi…
Çatıda birikmiş yağmur suyu, çatlayan sıvaların arasından Çin işkencesini andırır şekilde damlıyordu. Merdivenin başındaki küçük pencereden içeriye sızan gün ışığı, üzerine kan bulaşmış eski bir havlunun olduğu döküntü masayı aydınlatıyordu. Elinde kısa ama kalınca kızılcık sopasıyla, kolları dövmeli Rus çavuş en iyi bildiği işi yapıyordu. Üstünde sadece kolsuz atleti olmasına rağmen yüzünden boncuk boncuk terler akıyordu. Onca dayağa, işkenceye rağmenBekir’in ağzından istediği bilgileri alamaması daha da hırslanmasına nedenolmuştu. Her seferinde baştan başlayarak konuşturmaya çalışıyordu. Gülle gibi yumruğunu Bekir’in çenesine indirdikten sonra aynı soruyu yedinci kez sordu;
“Hadi uğraştırma beni, anlat. İşbirlikçilerin kimler?Askeri bilgileri kime ve nasıl ulaştırıyorsun?”
 
(Tanıtım Bülteninden)
 
",196,14 x 21,2021,Türkçe,9786257498142
2334,https://i.idefix.com/cache/500x400-0/originals/0001893922001-1.jpg,Bergen - Katiline Aşık Bir Kadın,Yeşim Demir,,Destek Yayınları,"23,2 TL",Bergen - Katiline Aşık Bir Kadın Kitap Açıklaması,"
""Kezzap bile bu kadını çirkinleştirememiş.""– Sezen AksuKadına şiddetin acıklı bir simgesidir Bergen...Toplumun gözü önünde kendi ölümüne yürümüş, ailesini korumak uğruna kendini feda etmiş, korkusuz, cesur bir kadın...Yaşam savaşının tam ortasında yer almış, hayatın bütün zorluklarına rağmen umudunu yitirmeden şarkılara tutunmuş bir gazino yıldızı...Saplantılı bir aşkın pençesinde kıvranıp durmuş bir kraliçe...Arabeskin Kraliçesi hem de...Kocasının yüzüne attığı kezzapla bir gözünü yitiren ama güzelliğinden hiç ödün vermeyen bir ikon...
Sanat hayatı ödüllerle dolup taşan Bergen, bir dönemin arabesk yasaklarını delmesiyle de müzik tarihine imza atmış, değerli simgelerden biridir.Yaşlanıncaya kadar şarkı söylemek istiyordu sadece. Bir de insan gibi sevilmek...Olmadı ama!Zalimce işlenmiş bir cinayete kurban gitti.Üstelik kanı da yerde kaldı!Bu kitapta sadece Bergen'in başına gelenlere değil, son nefesine kadar verdiği mücadelesine, şiddetin karşısındaki onurlu direnişine ve hayata her gün yeni bir umutla uyanmanın değerine de tanıklık edeceksiniz.
 
(Tanıtım Bülteninden)
 
",136,"11,5 x 18,5",2020,Türkçe,9786254410017
2335,https://i.idefix.com/cache/500x400-0/originals/0001855960001-1.jpg,Hz.Ebu Eyyub el-Ensari-Peygamberimiz'in İzinde 40 Sahabi 32,Cahid Kara,,Beyan Yayınları,"21,0 TL",Hz.Ebu Eyyub el-Ensari-Peygamberimiz'in İzinde 40 Sahabi 32 Kitap Açıklaması,"
Sahabeyi tanımak, Hz. Peygamber’i, yaşantısını, mücadelesini, tebliğini, davasını, yöntemini, sünnetini, kendisinden sonraki hâdiseleri, fetihleri ve hatta Mekke’yi Medine’yi tanımak demektir. Bu nedenle Hz. Peygamber’in arkadaşlarının hayatını okumak, klasik anlamda biyografi okumaktan çok daha öte bir içeriğe sahiptir. Nitekim Allah, Ahzap suresi 21. ayette inananlar için Elçisi’ni ''en güzel örnek'' olarak gösterirken ilk muhatapları bu ilahî tavsiyenin âdeta sağlaması olmuşlar; onun (sas) rehberliğinde “insanlar için çıkartılmış iyiliği emreden kötülüğü yasaklayan en hayırlı topluluk” haline gelmişlerdir.
“Peygamberimizin İzinde 40 Sahabi” Projesinin arka planında yatan temel amaç da ülkemiz insanına Peygamberimizin arkadaşlarının hayatlarını, modelliklerini akademik veya güncel tartışmalardan uzak, sade, ilk kaynaklara dayalı, sahih bilgiler üzerine kurulmuş kitaplarla tanıtmaktır. Bunun için de kitapların hacimleri ve içerikleri sınırlı tutulmuş, anlaşılır bir dil kullanmaya ayrıca özen gösterilmiştir.
 
(Tanıtım Bülteninden)
 
",,"12,5 x 19,5",2019,Türkçe,9789754739213
2336,https://i.idefix.com/cache/500x400-0/originals/0001738295001-1.jpg,İmam Malik ve Metodolojisi,Recep Özdemir,,Hiperlink,"113,1 TL",İmam Malik ve Metodolojisi Kitap Açıklaması,"
İmam Mâlik, geride bıraktığı ilmî mirasla ve yetiştirdiği talebeleriyle İslâm hukuku tarihinde önemli bir mevki elde etmiş ender şahsiyetlerden biridir. O hem hadis ilminde hem fıkıh ilminde önde gelen bir şahsiyet; muhaddis ve fâkih sıfatlarını haiz büyük bir âlimdir. Hadis ve fıkıh ilminin ilk dönem kaynaklarından olan Muvatta’ı telif eden İmam Mâlik, gerek fıkıh ilminin teşekkül etmesinde gerek sahih hadisin ilk defa tespit edilmesinde önemli bir rol oynamıştır. Eserinde fıkhın asl’î ve fer’î delillerini etkin bir şekilde kullanan İmam Mâlik, geriye önemli fıkhî bir miras bırakmıştır. Muvatta’ isimli eserinde merfu hadislere, sahabe ve tâbiîn görüşlerine ve amele yer veren İmam Mâlik, yaşayan sünnetin doğru şekilde tespiti için geriye kaybolmayan ve takip edilmesi gereken bir iz bırakmıştır. Sahih ve yaşayan sünnetin ve ilk dönem içtihat faaliyetlerinin tespiti için H. II. yüzyıl gibi erken bir dönemde telif edilen Muvatta’ın incelenmesi önem arz etmektedir. (Tanıtım Bülteninden)  
",,14 x 21,2017,,9786052015889
2337,https://i.idefix.com/cache/500x400-0/originals/0000000687791-1.jpg,Eğri Çiviler,Osman Güngör,,Cinius,"43,2 TL",Eğri Çiviler Kitap Açıklaması,"
Şehrin sesi yükselmeye ve yollar kalabalıklaşmaya başlamıştı. Yandaki simitçiden bir simit aldı. Çok taze ve lezzetliydi. Bavulunu alarak ayağa kalktı. Fatih'e gidecekti. Orada yakın köylülerin ve arkadaşlarının toplandığı bir kahve vardı. Durakta sıra bekleyen bir taksiye yanaşarak, şoföre seslendi ""Beni Fatih'e atar mısın?""Adam, Mustafa'yı tepeden tırnağa şöyle bir süzdü. Köyden geldiği ve İstanbul'a yabancı olduğu o kadar belli oluyordu ki, ""Nerelisin hemşerim?"" diye sordu Mustafa'ya… Cevap kısaydı: ""Kayseriliyim.""Vicdanlı bir adamdı şoför. Mustafa'ya müşteri muamelesi yapıp parasını almayı kendine yediremedi. Acımıştı… O da sekiz - on yıl önce, tıpkı bu adam gibi İstanbul'a gelmiş, olmadık acemilikler yaşamıştı. Mustafa'ya, ""Bak hemşerim, ben şimdi seni taksi ile götürürsem on liranı alırım ama senin paran cebinde kalsın! Bir lira ver, motorlarla Eminönü'ne geçersin. Bir lira daha verirsen oradan da dolmuş taksiler seni Fatih'e götürür. Hadi işin rast gelsin!"" dedi.Taksi şoförünün bu güzel ve insani davranışını Mustafa ilerleyen günlerde çocuklarına anlatacak, bunu onlarla paylaşacaktı. İyi ve düzgün insanlar her zaman vardı ve gerektiğinde bir yerlerden çıkıveriyorlardı işte…  (Tanıtım Bülteninden)",240,,2016,Türkçe,9786053235477
2338,https://i.idefix.com/cache/500x400-0/originals/0001920997001-1.jpg,Toktogul - Türkçe Şiirlerle Örülen Nağmelere Dökülen Ömür,Gülzura Cumakunova,,Akademik Kitaplar,"192,0 TL",Toktogul - Türkçe Şiirlerle Örülen Nağmelere Dökülen Ömür Kitap Açıklaması,"
Elinizdeki ""Toktogul: Şiirlere Örülen, Nağmelere Dökülen Ömür"" adlı Türkçe kitap, büyük ozan Toktogul'un doğumunun 150. yılına bir armağan kitap hazırlama arzusuyla bir araya gelen kardeş ülke edebiyatçılarının el birliğiyle hazırlanmıştır. Eser, Toktogul'un hayatı ve hayatıyla örtüşen seçme şiirleri ile bestelerinden hemşehrisi Prof. Dr. Gülzura Cumakunova tarafından hazırlanan özgün bir kitabın kardeş Azerbaycan, Kazak, Özbek, Türk, Türkmen dillerine çevrilmesi ve o ülke yazarlarının da özel katkıları ile vücuda getirilmiştir. Kitabın yayımında:Azerbaycan'dan - Prof.Dr.Ramiz AskerKazakistan'dan - Prof. Dr. Temirkan TebegenovKırgızistan'dan – Prof.Dr. Gülzura CumakunovaÖzbekistan'dan - Doç. Dr. Zuhriddin İSsomuddinovTürkiye'den - Dr. Yakup Ömeroğlu (Avrasya Yazarlar Birliği Başkanı)Türkmenistan'dan – Doç. Dr. Berdi Sarıyevgibi bilim adamları görev almışlardır. Armağan kitap, kardeş Türk halklarının Kırgız halkının milli değerine gösterdiği hürmet ve saygının ifadesi olmanın yanı sıra Türk Dünyası yazarlarının aynı eser üzerine ortak kültür çalışması olarak ortaya koydukları ilk eser özelliğini de taşımaktadır. Eserin Türkiye'de, 2013 Türk Dünyası Kültür Başkenti Eskişehir'de basılmış olması da birlik, beraberliğin ve kültürel işbirliğinin en güzel göstergesidir. Eserin Türk kültür ve bilim dünyasına hayırlı olmasını diliyoruz.
 
(Tanıtım Bülteninden)
 
",320,30 x 20,2021,Türkçe,9786055688851
2339,https://i.idefix.com/cache/500x400-0/originals/0001989570001-1.jpg,Dante'nin Hayatı,Giovanni Boccaccio,,Cinius,"30,0 TL",Dante'nin Hayatı Kitap Açıklaması,"
Boccaccio, yazardan öte bir hayat ve insan gözlemcisidir. Eserlerinde geçmişte anlatılmış olan efsanevi hikayelere de yer veren Boccaccio, o hikayeleri tekrardan kendi kalemi ile aktarırken, efsanelerin vermeye çalıştıkları ulvî mesajlardan öte, insan ruhunu ve o mesajları zaruri kılan nedenleri ortaya çıkartır. Nitekim, Dante’nin hayatını anlatmak için kaleme aldığı bu eserde, insan ruhu açısından öyle izlenimler bulunmaktadır ki, aynı izlenimlerin günümüzde de geçerli olduğu görülmektedir. Öyle ki, dönemler, tarihler ve mekanlar değişse de, insan ruhu değişmez kalmakta ve değişmeyen insan ruhu, yaşanan bazı olayların periyodik olarak tekerrür etmesinde büyük bir rol oynamaktadır. Boccaccio öyle bir yazar ki, yedi asır önce yazdıkları ile, bugünün okuyucusuna bile hitap edebilmektedir.
 
(Tanıtım Bülteninden)
 
",118,"13 x 19,5",2022,Türkçe,9786258330250
2340,https://i.idefix.com/cache/500x400-0/originals/0000000620466-1.jpg,Adam Smith,A. Aslıhan Çelenk,,Liberte,"35,75 TL",Adam Smith Kitap Açıklaması,"
Ekonomi alanında akla ilk gelen isim hiç şüphesiz Adam Smith’tir. Hem üretime getirdiği yeni bakış açısıyla hem de olayları ifade ediş biçimi ile alanında çığır açtığı su götürmez bir gerçek. Ancak Smith’in çoğu defa iktisatçılığının gölgesinde kalan bir yanı var: Ahlak filozofluğu.
Peki, Smith’i bir “Ahlak Filozofu” olarak nitelendirmemize kaynaklık edebilecek fikirleri nelerdir? Çoğu zaman göz ardı edilen bu özelliği niçin arka planda kalmıştır? Ahlak felsefesine dair fikirlerinin noksanlıklarından mı, yoksa iktisat üzerine tespit ve düşüncelerinin iktisat bilimi içindeki üstün yerinden dolayı mı?
D. D. Raphael’in kaleme aldığı bu kitapta Smith’in kişisel ve akademik hayatına ilişkin bilgilerin yanı sıra etik, iktisat ve felsefe gibi konulardaki temel görüşlerini ve yukarıda sıralanan soruların yanıtlarını bulacaksınız.
“Smith’in hayatı ve çalışmalarının ustaca ve eğlenceli bir incelemesi için bu kitap rakipsiz.”
- British Book News
 
(Tanıtım Bülteninden)
 
",159,13 x 19,2018,,9789756201510
2341,https://i.idefix.com/cache/500x400-0/originals/0000000672362-1.jpg,Çağdaş Çin'in Mimarı Deng Xiaoping,Pu Guoliang,Deniz Kızılçeç,Canut Yayınevi,"55,3 TL",Çağdaş Çin'in Mimarı Deng Xiaoping Kitap Açıklaması,"
Yayınevimiz, Deng Xiaoping'in biyografisini ve görüşlerini yansıtan bu çeviri eserin yayınlanmasına büyük bir değer vermektedir. Kitabımızda onun tüm önemli konuşmalarını, sosyalizmde reform perspektiflerini içeren yazılarını tümüyle içerdik. Kitapta ayrıca onun Mao ve Kültür Devrimi ve tarihteki önemli bazı olayları değerlendiren parlak konuşmalarını da verdik. Yoksul bir emekçi aileden gelen Deng Xiaoping, Sovyet Devrimi'nin dünyayı sarstığı koşullarda 19 yaşında Marksizmi benimser ve Çin'in boyunduruktan kurtuluşu için Çin Komünist Partisi'ne katılır ve tüm yaşamı boyunca bu inancı doğrultusunda çalışır. Bu eser, aynı zamanda günümüz dünyasının bugününü ve geleceğini kavramak bakımından hazine niteliğinde bir eser olarak, bugünkü Çin'in konumunu ve bu önemli ülkenin oynadığı rolü inceleme fırsatı sunmaktadır. Çin Komünist Partisi Deng'in Çin'de sosyalizmin inşası ile ilgili teorik katkılarını Deng Xiaoping Teorisi olarak tanımlama kararı almıştır. Deng'in en önemli buluşu, Çin'in rüyasının gerçekleşme biçimi olan sosyalizmin Çin koşullarında ne tür içerikler taşıması gerektiğini ve bu içeriklerin nasıl zenginleştirileceği sorununa, ortodoks yerleşik görüşleri aşan yeni bir çözüm getirmesiydi. Onun en önemli diğer bir katkısı da Marx'tan bu yana egemen bir görüş olan, tek bir ülkenin dünya sosyalist devriminin merkezi olduğuna dair görüşü aşması, bunun yerine her bir ülkenin inisiyatif aldığı çok merkezli bir dünya sosyalizmi perspektifi geliştirmesidir. Kitapta Deng Xiaoping'in sekiz dilde yayınlanan 3 ciltlik Seçme Eserler adlı yapıtından 160 yazı ve konuşması içerilmektedir. Bu kitap, Deng hakkında Türkçe diline çevrilen ilk eserdir.(Tanıtım Bülteninden)İnce Kapak: ",608,,2015,Türkçe,9786059914208
2342,https://i.idefix.com/cache/500x400-0/originals/0000000466305-1.jpg,Hazreti Ali'nin Faziletnamesi,Adil Ali Atalay Vaktidolu," Yemini  ,",Can Yayınları (Ali Adil Atalay),"43,8 TL",Hazreti Ali'nin Faziletnamesi Kitap Açıklaması,"
",295,,2000,Türkçe,9789756791738
2343,https://i.idefix.com/cache/500x400-0/originals/0000000709114-1.jpg,Yavuz Sultan Selim,Feridun M. Emecen,Füsun Turcan Elmasoğlu,Kapı Yayınları,"74,75 TL",Yavuz Sultan Selim Kitap Açıklaması,"
Kimdir Yavuz Sultan Selim? Kimine göre atının üzerinde peygamberin izini süren bir veli, kimine göre hasımlarını savaş meydanında perişan eden askerî bir deha, kimine göreyse zalim bir sultan... Tarih sahnesinden pek çok hükümdar geçmiştir, fakat çok azı Yavuz Sultan Selim kadar tartışılmıştır.İlginç kişiliği ve kısa vadede kazandığı olağanüstü başarılarıyla I. Selim'in Osmanlı tarihinin en sıra dışı karakterlerinden biri olduğu kesindir. Hakkında hem popüler tarihçilik alanında hem de akademik sahada hatırı sayılır bir yazınsal birikim oluşmuş, hatta dönemindeki kimi olaylara odaklanan özel çalışmalar yapılmıştır. Ancak bu birikim Yavuz Sultan Selim hakkındaki sis perdesini kaldırmak şöyle dursun, onu daha da gizemli kılmıştır.Hakkında anlatılan hikâyelerle gerçekler iç içe geçmiş, hangisinin gerçek Yavuz Sultan Selim olduğu ayırt edilemez hâle gelmiştir.Bunca bilgi kirliliği içinde, Yavuz Sultan Selim'i tanımaya nereden başlamalıyız? Feridun M. Emecen'in özenli çalışması, tam olarak bu sorunun cevabını veriyor. Doğrudan arşiv belgelerine ve çağdaş kaynaklara yaslanan Yavuz Sultan Selim, ilk Osmanlı halifesinin siyasi hayatını biyografik bir bağlamda titizlikle inceliyor. Emecen, bu incelemeyi yaparken saf bir nakilcilikten uzak duruyor. Olayları ""kişi, muhit, çevre"" üçgeninde inceliyor, hayranlık yerine ampirik verileri esas alıyor ve analitik çözümlemelere başvuruyor. Bilimsellikten taviz vermezken, aynı zamanda Yavuz Sultan Selim'in hayat hikâyesini edebî bir üslupla aktarmayı başarıyor.(Tanıtım Bülteninden)",432,,2016,Türkçe,9786055147624
2344,https://i.idefix.com/cache/500x400-0/originals/0001872222001-1.jpg,Kaptan-ı Deryalıktan Üç Kıta Valiliğine: Çengeloğlu Tahir Paşa-Hayatı Askeri İdari ve İlmi Yönü,Aydın Özkan,,Bilgeoğuz Yayınları,"40,95 TL",Kaptan-ı Deryalıktan Üç Kıta Valiliğine: Çengeloğlu Tahir Paşa-Hayatı Askeri İdari ve İlmi Yönü Kitap Açıklaması,"
Bu çalışmada 19. yüzyılın ilk yarısında yaşamış, 2. Mahmud ve Abdülmecid Han dönemlerinin önemli komutan ve devlet adamlarından birisi olan Çengeloğlu Tahir Paşa’nın biyografisi ele alınmıştır. Osmanlı İmparatorluğu’nda Batıya açılma ve reform programına yönelik model arayışları, isyanlar ve merkeziyetçilik politikalarının ağırlık kazandığı bu dönemin en önemli simalarından Mehmed Tahir Paşa’nın biyografisi, aynı zamanda bir dönemin panoramasıdır. Dolayısıyla bu çalışmada Mehmed Tahir Paşa merkeze alınarak 2. Mahmud devrinin başlarından Abdülmecid Han devrinin ortalarına kadar uzanan dönemde, Osmanlı Devleti’nin dış politikası ve içeride yaşanan siyasi, askeri ve ictimai gelişmelerin perde arkası sunulmaya çalışılmaktadır.
3 Kasım 1839 tarihinde Gülhane Parkı’nda okunan ve Gülhane Hatt-ı Hümayun’u olarak da adlandırılan fermanla başlayan Tanzimat Dönemi’nin ilan edilmesinin ardından, Çengeloğlu Tahir Paşa, Aydın, Bosna ve Trablusgarp vilayetlerinde görevler ifa etmiştir. Mehmed Tahir Paşa, bu bölgelerdeki valilik görevinde bulunduğu esnada Tanzimat Fermanı’nın gerektirdiklerinin uygulanması hususunda birçok sorunla karşılaşmış; bunları uhuletle ve sühuletle halletmeye muvaffak olmuştur.
Osmanlı Devleti’nde sefirlik yapmış olan Sir James Porter’in günlük hatıraları ve mektupları bir araya getirilmek suretiyle oluşturulan bir eserinde; “18. yüzyıl sonlarından 19. yüzyıl ortalarına kadar Türk Bahriyesi’nin başına Cezayirli Gazi Hasan Paşa, Küçük Hüseyin Paşa ve Çengeloğlu Tahir Paşa gibi üç mümtaz şahsiyet geçmiştir. Eğer büyük ihmallerden, mağlubiyetlerden ve buhranlı zamanlardan sonra Osmanlı Bahriyesi bu amirallerin kumandasına verilmemiş olsaydı, Devlet-i Aliyye için mevcut durum pek tehlikeli neticelere doğru gidilebilirdi. Mükemmel bir denizci, samimi bir vatansever ve reform hareketlerine de ülkenin menfaatlerini göz önünde bulundurarak elinden geldiğince uymaya çalışan Tahir Paşa, yeteneği ve enerjisiyle göreve getirilmesinden kısa bir süre sonra imparatorluğun tüm kaynaklarını kullanarak yalnızca Navarin’den arda kalan donanmayı tamir etmeyi değil, aynı zamanda Osmanlı’yı dünyanın en güçlü ikinci deniz kuvveti haline getirmeyi de başarmıştır” demektedir. Dolayısıyla bu çalışma ile Osmanlı döneminde Aydın, Edirne, Bosna ve Trablusgarp valiliklerinde gelişen olaylarda etkin bir rol üstlenen Mehmed Tahir Paşa’nın döneminin ele alınmasının ve incelenmesinin, tarihimizdeki sırlı perdeleri aralayacağı ve ciddi boşlukları dolduracağı da düşünülmektedir.
 
(Tanıtım Bülteninden)
 
",368,"13,5 x 21",2020,Türkçe,9786052019955
2345,https://i.idefix.com/cache/500x400-0/originals/0000000662057-1.jpg,Birlikten Kuvvet Doğuran Başkan İsmail Hakkı Dokuzlu,İsmail Hakkı Dokuzlu,,Cinius,"51,6 TL",Birlikten Kuvvet Doğuran Başkan İsmail Hakkı Dokuzlu Kitap Açıklaması,"
İsmail Hakkı Dokuzlu bu kitabıyla ilk defa okur önüne çıkıyor. Kendi ifadesiyle ""Ben bu kitabı toplumdan aldıklarımı tekrar topluma geri vermek için yazıyorum,"" diyor. Hayatının 16 yılını geçirdiği sivil toplum örgütü üyeliğinde kazandıklarını kendine saklamayıp toplumla paylaşmak gerektiğini düşünen, bunun en güzel yolunu da bir kitap yazmak olarak gören biri.Birlikten kuvvet doğuran başkanın sayfalarında hayatının en verimli çağını meslek odası başkanı olarak geçirmiş bir iş adamının gerek arkadaşlarıyla gerek yalnız başına ürettiği onlarca değişik projeyi okuyacak, hayranlığınızı ve şaşkınlığınızı gizleyemeyeceksiniz. Bu kitap bir biyografi değildir. Kimi zaman roman, kimi zaman belgesel, kimi zaman rehberdir. Öncelikle proje üretmek isteyen belediyeler, odalar, sivil toplum kuruluşları için önemli bir kaynaktır(Tanıtım Bülteninden)",288,,2015,Türkçe,9786053233121
2346,https://i.idefix.com/cache/500x400-0/originals/0001878990001-1.jpg,Savaş Barıştır Özgürlük Köleliktir Cahillik Güçtür,George Orwell,,Gece Kitaplığı,"10,1 TL",Savaş Barıştır Özgürlük Köleliktir Cahillik Güçtür Kitap Açıklaması,"
Sevgili Brian,Biliyorsun, 1936’da eşim Eileen’la evlendikten iki ay sonra İspanya’ya, hükümet için savaşmaya gittik. İlk zamanlar biz yabancılar hükümeti destekleyen farklı tarafların iç çatışmalarından haberdar değildik. Ben de eşimle birlikte bir dizi tesadüf sonunda, yabancıların birçoğunun aksine Uluslararası Tugaylara değil, POUM milislerine, yani İspanyol Troçkistlere katıldık. 1937’nin ortalarına doğru komünistler kontrolü ele aldı ve Troçkicilerin izini sürmeye başladı. Birden kendimizi kurbanların arasında bulduk? Neyse ki İspanya’dan tutuklanmadan ve canlı çıkmayı başardık. Ne var ki, arkadaşlarımızın çoğu öldürüldü. Sağ kalanlar ise yıllarca hapishanelerde yattı. Bazılarından ise hiç haber alamadık.
 
(Tanıtım Bülteninden)
 
",92,11 x 18,2020,Türkçe,9786257836067
2347,https://i.idefix.com/cache/500x400-0/originals/0001761589001-1.jpg,Niyazi-i Mısri,Ali Öztürk,,Ketebe,"37,8 TL",Niyazi-i Mısri Kitap Açıklaması,"
Niyâzî-i Mısrî kendinden öncekilerin yürüdüğü yolda kendi meşrebince yürüyen bir derviş; Yunus ile çağdaş olmasa da onunla hemhâl olan bir şahsiyet. Hakikate ermek için çıktığı yol onu irfan mektebine talebe yapmış; zahirde aradığını batında bulmuş ve batın ilminin alimi olmuştu. Mürşitlik ettiği yol “Ene’l Hak” yoludur, işaret ettiği sır “Levlâke” sırrıdır ve der ki “Gönül Allah’ın evidir”. Dört kapı kırk makamdaki seyri sülûkunda amacı kesretten kurtulup vahdete ermek olan Niyâzî, mârifetullahı, vahdeti, ilâhî aşkı, tasavvuf yolunun adap ve erkânını külfetsiz bir Türkçe ile söylemiştir. Niyâzî-i Mısrî bu topraklarda yeşeren irfani bilgiyi dönemine has olmakla birlikte, bugün de anlaşılabilecek bir Türkçe ile nazma dökmüş, Orta Asya’da Ahmed-i Yesevî ile başlayan ve Anadolu’da pek çok önemli şahıs ile müstesna bir mevki kazanan
Türk tasavvuf edebiyatında unutulmaz bir isim olarak yerini almıştır.
 
(Tanıtım Bülteninden)
 
",,"13,5 x 21",2018,,9789752482715
2348,https://i.idefix.com/cache/500x400-0/originals/0001804580001-1.jpg,Buffett-Bir Amerikan Kapitalistinin Yükselişi,Roger Lovenstein,,Scala Yayıncılık,"90,0 TL",Buffett-Bir Amerikan Kapitalistinin Yükselişi Kitap Açıklaması,"
“Bu kitabın en iyi yanı, insanları yatırımcı yapmasıdır. Eğer zaten yatırımcıysanız, daha iyi olursunuz.”-Andrew Tobias,The Only Investment Guide You’ll Ever Need kitabının yazarı “Warren Buffett ve yatırım stratejisi üzerine başka kitaplar da var. Ama okunacak kitap, bu.”-Bill Gates,Harvard Business Review Amerika’nın hisse senedi seçiminde en başarılı adamı Warren Buffett’ın hayat hikâyesi ve yatırım felsefesinin büyüleyici öyküsü. Wall Street Journalmuhabiri Roger Lowenstein, ucuz fiyatlı hisse senetlerini alarak gerçek değerlerini bulana kadar beklemek şeklindeki ünlü stratejinin, Warren Buffett’ın kendi değerlerinin ürünü olduğunu ortaya koyuyor. Kendini gizlemekte direnen bu adamın örtüsünü delen yazar, onun sabır, sadakat, dürüstlük ve inanç gibi insani özelliklerini keşfederek, bunların en az kıvrak bir zeka kadar önemli olduklarını gösteriyor. Buffett, istisnai hayatında Omaha’da kapı kapı dolaşarak Coca-Cola satmakla işe başlayıp, Coca-Cola Company’nin en büyük hissedarlığına kadar yükselmiş. Şirketlere ilişkin anektodların bir araya getirildiği bir kitaptan çok daha fazlası olan kitap, bir insan olarak Buffett’ın portresini çiziyor ve onun büyük başarısının unutulmaz hikâyesini anlatıyor.“Yatırım sihirbazı ve karmaşık bir adam olan Warren Buffett’ın felsefesine içerden bakan başarılı bir biyografi.”-Dick Victory,The Washingtonian “Roger Lowenstein’ın kitabı, sadece bir biyografi değil, Amerika’nın gerçek bir kesiti.”-Adam Smith“Lowenstein’ın bu mükemmel biyografisiyle yaptığı tek şey, Buffett mitini cilalamak ve bunu yaparken de aşırı dozda gerçekle bu miti çözmek.""-Howard R. Gold
 
(Tanıtım Bülteninden)
 
",,"13,5 x 19,5",2019,,9786059248112
2349,https://i.idefix.com/cache/500x400-0/originals/0000000473544-1.jpg,Büyük Mehmetçik Fevzi Çakmak,A. Rahim Balcıoğlu,,Toker Yayınları,"77,0 TL",Büyük Mehmetçik Fevzi Çakmak Kitap Açıklaması,"
O, Büyük Mehmetçik Mareşal Fevzi Çakmak!O, sayısız savaşların ""Şahin Gözlü Kumandan""'ı!O, Büyük Gazi Mareşal Mustafa Kemal'in sağ kolu!O, bugünkü Modern Türk Ordusu'nun kurucusu, koruyucusu ve moral hocası!.O, gerçek bir asker ve büyük bir Türk evladı olduğu içindir ki; bu vatana göz koyanların, bu milletin kanına susayanların hadlerini bildirmiş bir savaş kartalıydı!.O, bu vatana ve bu millete hizmet etmeyi; her türlü şahsi çıkarın üstünde tutmasını bilen bir namus ve şeref sembolü idi!.(İlksöz'den)",240,,2000,Türkçe,2789009928109
